_customers,item1:LN=longitem1:DI=Hase,item2:LN=longitem2:DI=Hase,item3:LN=veryverylongitem3:DI=Hase,item4:LN=longitem4,item5:DI=Fuchs,item6,item7:DI=Fuchs,item8:DI=Fuchs,item9,item10:LN=longitem10,item11:LN=longitem11:DI=Fuchs,item12:LN=longitem12,item13,item14:DI=Eber,item15,item16:DI=Eber,item17:DI=Eber,item18,item19,item20
4071,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
4072,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
4073,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4074,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
4075,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
4076,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
4077,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4078,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
4079,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
4080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
76,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
84,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
88,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
92,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
104,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
108,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
112,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
116,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
120,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
124,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
132,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
136,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
140,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
144,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
148,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
152,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
156,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
160,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
164,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
168,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
172,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
176,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
180,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
184,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
188,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
196,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
200,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
204,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
208,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
212,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
216,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
218,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
220,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
224,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
228,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
232,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
234,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
236,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
240,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
244,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
248,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
252,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
275,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
277,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
279,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
281,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
282,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
287,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
288,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
289,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
290,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
291,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
293,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
294,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
295,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
297,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
298,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
299,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
300,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
301,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
302,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
303,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
304,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
305,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
306,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
307,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
309,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
310,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
311,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
313,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
314,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
315,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
317,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
318,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
